"","Simulated theta","Estimated theta","lower50","upper50","lower70","upper70","lower90","upper90"
"1",-0.398563550072793,-0.551528222910121,-0.901549740955464,-0.032225734708455,-1.12285081612965,0.196671434970725,-1.60755986144981,0.598627133666183
"2",-0.887473427102892,-0.91332337710403,-1.30671846023617,-0.330690013634905,-1.63993420241207,-0.157590251532802,-2.15213318521569,0.21085495864576
"3",0.268155228481492,0.418359434450858,0.111346727236484,0.836847123796274,-0.125073434792527,0.985315899253718,-0.516068597963548,1.24665458116208
"4",-0.422277548317749,-0.299658058507402,-0.687397580950889,0.133321384527412,-0.874099882453447,0.382995349768457,-1.38904400461723,0.690106856305649
"5",-0.979270726082512,-1.17200604600272,-1.6457588920121,-0.653096018540416,-1.92392655918552,-0.369226680647601,-2.46717825721225,-0.0376445078368188
"6",0.282270151155852,1.35660971836994,0.929568373384475,1.75090136612469,0.642002359407185,1.91983411314415,0.34880682280113,2.34333365191636
"7",-0.159491043315388,0.077044461449485,-0.181882100636582,0.567941517060358,-0.444729143544512,0.693404411028476,-0.914350520684558,0.935580355713391
"8",-0.513032588855545,-0.782513244627288,-1.30145594053525,-0.372085557625606,-1.389465947723,0.021280385005754,-1.94573422565469,0.270828702736217
"9",-0.929498187691837,-0.176789710342441,-0.473338751147939,0.34058386557599,-0.754601022230175,0.483680927472159,-1.23002157818822,0.788453771539721
"10",0.657579151689947,0.383210465149499,-0.0648230982073905,0.645443598391572,-0.104351111829202,0.974233169408168,-0.472550296704724,1.26860902889897
"11",-0.52676529823729,-0.817812106341719,-1.25350660027615,-0.328416321372501,-1.50360231999825,-0.0803341371796739,-2.00016150837032,0.25080111882769
"12",-1.22175892442561,-0.535345707933587,-0.875768655252982,0.0454919912221726,-1.17200856266849,0.226300498275128,-1.722283286882,0.482317214195865
"13",-0.65728111391466,-0.397133537293934,-0.73820113993743,0.126934155046207,-1.0027016206646,0.337447117364891,-1.51965061867898,0.615975772813043
"14",-0.0451233617557494,-0.26221320787639,-0.591379637420402,0.211391071106795,-0.837791600272946,0.430636394041371,-1.25503768718606,0.802793417724267
"15",-0.489162218375606,-0.0189299610489489,-0.38486631177265,0.37826967501264,-0.616468702360364,0.580672536887578,-1.02957640938911,0.903259111976354
"16",-0.77100626746518,-1.12302333520934,-1.43154091924456,-0.436762570484975,-1.79544984033338,-0.293114959079431,-2.43771400255404,-0.0356711597073441
"17",-0.612376670272201,-0.993798279893836,-1.4266687335898,-0.46424043905931,-1.65079779358569,-0.160215874299361,-2.10636989128716,0.256751977207731
"18",-0.0700911979882973,-0.385774762343115,-0.76779767092938,0.0746506633063326,-1.11074559417123,0.1856831174541,-1.42374916542143,0.684872664601471
"19",-1.55009211457914,-0.958458677636264,-1.31250903747183,-0.419756113144783,-1.66885589699571,-0.22697844430832,-2.17189601791606,0.111644010636415
"20",-0.746669208907603,0.529579487431281,0.209390583039596,0.894909147939129,-0.0739803534877018,1.01954186787452,-0.391041854863557,1.31959377233821
"21",-1.67548761673797,-1.15654055066666,-1.59560121665953,-0.62876803743243,-1.77373093259821,-0.299254846333853,-2.39174425670395,0.00197401437214162
"22",-1.08144419818841,-0.312485882652823,-0.59559909489276,0.192720444818251,-0.892837428051713,0.366734760446674,-1.38548622540738,0.657220096852734
"23",-0.488399104406468,-0.785580367526981,-1.09066229218964,-0.201554012396093,-1.52780398892456,-0.0724676364266398,-1.98780465986471,0.363232849090893
"24",-0.28956703987774,0.264463709555978,-0.0146919360105453,0.699490670480354,-0.236701684749259,0.868946808232707,-0.676241791615818,1.14979356525479
